	sequences per sample	iteration	SD8637	PO7016	MN1789	MN1868	PA3814	MN2006	PA3070	PI5374	SD8714	BI0448	PA3768	PO7250	MN2410	PI4818	SD8999	PI5011	MN2101	PO6973	PO7373	SD8904	PO7318	PA3720	PA3542	MN2392	PO7035	PI5016	SD8398	SD8476	PO7382	PA3081	SD8096	PI5111	PO6950	SD8927	PO7500	PO7132	PO7448	PI4850	SD8630	PO7216	MN1861	SD9003	BI0700	PA3079	SD8780	BI0594	PO7335	PA3131	BI0441	MN1897	SD8291	PO7157	PA3880	PO7082	SD8942	PI4625	BI0910	SD8671	MN2249	PA3839	PI5073	MN2195	MN2301	SD8966	PO7494	PI4564	PI5359	SD8530	SD8537	PO6916	PO7174	SD8755	PO7493	BI0409	MN2475	PA3468	PI5216	PO7057	PA3980	PO7182	PO7465	PA3952	PO7150	PO7509	PI5173	PI4606	PA3645	PO7416	PI4784	BI0532	PO6846	MN1831	PI5293	PI4946	PA3486	BI0411	BI0023	PA3553	PI5411	PI5048	BI0940	PO7209	PO7432	SD8769	PI5100	SD8152	PO6894	PI4756	SD8139	SD8337	PA3712	SD8155	PI4533	PA3779	PA3898	SD8567	PI4672	SD8496	SD8171	MN2319	PI5148	BI0840	PA3902	MN1836	PO6994	PO7023	BI0682	BI0757	PI5457	PO7193	PA3844	PA3479	PI4572	PI5093	PO7307	PI4519	SD8691	PO7482	SD8796	MN1877	PO7200	SD8628	PI4848	PO7141	BI0801	PI5109	SD8954	SD8352	MN2151	PO7518	MN2358	MN1760	BI0450	SD8505	PI4907	PO7146	SD8276	BI0711	SD8791	PA3754	PI4923	MN1521	PA3960	PI4717	MN1696	PA3199	PO6848	PO7473	PA3828	SD8786	PO7072	MN2141	PA3953	PO7151	SD8297	SD8996	PA3854	MN2224	BI0749	PO7175	PA3743	PA3977	MN1960	MN2165	SD8104	BI0464	BI0056	PO7310	SD8361	SD8229	PI5440	MN2194	PI5072	PO7463	SD8844	PA3853	PI4917	PO7156	BI0816	PA3339	PI4748	BI0508	SD8781	PI4984	BI0764	PO7010	SD8631	SD8586	SD8268	PA3798	PA3444	MN2432	PO7501	BI0425	SD8779	PO7351	MN1821	BI0372	PI4641	SD8821	PO7406	PO7375	PO6975	SD8166	MN2362	SD8905	PI4951	SD8486	SD8368	PO7372	MN2241	SD8220	PO7033	SD8612	SD8197	PI5219	PA3467	SD8145	PA3702	PI4741	PI5034	SD8066	PI5406	PI4856	PI5451	PA3829	PI4801	MN2409	MN2232	PA3842	SD8112	SD8697	MN2311	PA3489	BI0519	PO7456	BI0924	SD8427	SD8354	PA3771	SD8088	PA3890	PO7147	MN1887	PI5164	MN2150	PO7140	PA3291	SD8629	BI0948	PI5472	SD8876	BI0717	PI4711	PA3687	PI5092	MN1690	SD8188	PI5206	SD8603	PI5263	PO7410	SD8837	MN2250	MN1837	PI5340	MN2373	SD8077	MN1627	PI5392	PI4847	MN1590	SD8331	PO7510	SD8768	PI5308	PI4995	PI5022	BI0410	PI4718	PA3904	BI0395	SD8181	SD8388	BI0751	PI5264	SD8250	SD8609	PI5452	PA3909	SD8819	BI0778	PI4998	MN1646	PA3651	BI0452	PO6926	PA3893	BI0804	SD8285	BI0789	PI5160	BI0580	SD8794	SD8875	PA3783	PO7202	SD8423	SD8972	BI0613	MN1524	SD8746	BI0552	MN2181	PO7226	PA3846	PO6998	BI0539	PO7476	BI0730	BI0904	PA3993	SD8462	PO6996	MN2468	SD8834	MN2253	PO7413	PO7360	PI5343	SD8118	SD8810	SD8216	SD8074	MN1810	PO7514	BI0430	PO6944	PO7343	PO6943	PI5102	MN2131	SD8934	MN1817	BI0929	PO7002	BI0478	PA3907	PI4944	PA3551	PA3824	PO7026	MN1607	BI0739	PA3472	MN2203	BI0931	SD8650	SD8209	PI5187	PO7213	SD8148	PA3950	PA3885	PO7152	BI0444	BI0798	PO7389	PO6989	SD8757	MN2304	SD8964	PA3747	PI4930	BI0389	SD8100	BI0467	PO7313	MN2029	MN1618	PO7052	PO7230	PA3406	PI5491	SD8293	PO7080	BI0428	PI5180	SD9001	PA3640	SD8863	PI5239	BI0426	MN2329	PO7287	MN1573	PO7130	BI0371	PO7189	PA3495	SD8482	PA3492	PO7178	PA3911	MN1550	BI0380	PI4766	PI5352	PO6987	MN2020	MN1825	PI4871	PA3606	MN2099	PA3084	PO7355	SD8146	SD8801	PI5037	PO7199	MN2037	MN2405	BI0686	PO7027	SD8175	PO7488	PO6966	MN2498	BI0397	SD8622	MN2078	PA3457	MN2421	PO7261	SD8072	MN2352	PI5103	SD8358	PA3949	MN2137	SD8083	PO7345	SD8564	MN1959	BI0786	PI4966	SD8706	PI5415	PA3450	PI5245	SD8722	PO6961	SD8749	BI0828	SD8495	BI0415	PO7020	PO7412	MN1835	MN2030	PO7190	SD8256	PA3673	SD8985	SD8664	PI4804	PA3394	PO7227	MN2314	SD8973	PA3750	SD8918	PI4899	PI5197	PI4820	PA3863	SD8795	MN2213	PO7129	PO6920	MN2152	BI0802	SD8284	PA3940	MN1501	PO7090	SD8764	PO7327	SD8873	PA3864	SD8792	PA3650	MN1818	BI0898	PA3535	PA3107	PI5097	MN2378	PO7486	BI0821	PA3963	SD8372	PO7029	PA3024	SD8857	BI0131	PA3594	BI0353	SD8206	PO7427	SD9009	PI4696	PO7136	MN2344	PI4644	SD8610	PA3858	PO7386	MN2413	PO7112	BI0404	PO7179	MN1900	PA3748	PO7499	BI0855	MN2489	PA3462	MN1617	PO7188	SD8047	PO7036	PO7404	PO7503	SD8322	SD8519	SD8710	PA3707	BI0427	MN2328	PO6953	BI0887	PO7420	PA3446	MN1807	BI0939	SD8658	MN1809	BI0153	BI0889	SD8894	MN2326	MN1894	MN2144	PI4798	PI5279	MN1619	BI0466	PA3548	PO7490	PA3975	SD8909	PI5288	SD8675	SD8841	PO6988	PI4621	MN2398	PO6836	PI4544	BI0445	PO7138	BI0215	MN2452	BI0704	PO7442	MN2439	SD8458	PI4831
alpha_rarefaction_10_0.txt	10	0	2.62752	2.05673	2.84376	2.83192	2.69602	2.54457	3.2026	2.31817	2.1838	1.9218	2.51131	2.42614	1.98872	2.40922	2.83875	2.06118	1.79341	2.6022	3.16102	1.80757	2.22887	2.27034	2.17454	2.39484	2.80845	2.20334	1.90598	2.34648	1.78769	2.6667	2.13674	2.42089	2.19968	2.23256	2.43327	2.67539	2.33126	1.99613	2.57385	2.80883	2.68597	2.18165	2.61212	3.51047	2.16372	2.75226	4.16746	2.53865	2.67096	2.07717	2.44131	2.23519	2.38315	3.37394	2.11318	2.11284	2.61474	2.30526	3.00639	2.62202	3.08168	2.8274	2.07418	1.23432	2.25128	2.25134	2.48354	1.92759	1.83868	2.34958	2.17228	2.75219	1.81186	3.31721	2.70445	2.7668	1.76134	2.9132	1.78528	2.90699	2.7526	2.42919	3.30253	2.24505	2.06855	1.91312	2.18509	3.67388	2.40616	2.35616	2.54262	3.44146	1.88539	2.15596	2.61277	2.35614	2.10847	2.46002	2.62603	1.69417	3.704	2.61132	2.18544	2.17527	2.28642	2.23528	2.17795	2.95041	3.01353	2.23851	2.21679	2.04534	1.8607	2.17861	2.18201	2.57879	2.18358	2.29725	1.74656	1.84396	2.4781	2.70534	2.21167	2.6806	1.90389	2.37917	2.50275	2.26591	1.97015	2.22586	1.81733	3.06332	1.96896	2.28054	2.66022	2.60936	3.64848	3.05082	2.85779	1.97036	2.01267	2.07577	2.13608	2.04756	2.41989	1.49136	1.91111	2.07269	2.45324	2.64581	2.59256	2.55489	2.55732	1.76125	1.97066	2.63224	2.38102	2.56801	1.30447	3.91429	2.29189	2.64729	1.89461	3.25182	1.69644	2.53744	2.84733	2.88462	2.29908	1.95949	2.70914	1.69287	2.39862	1.59051	2.04238	2.38769	1.93955	3.46093	2.09528	2.39555	2.10611	1.9238	1.65896	2.03318	2.6854	2.36207	1.50553	3.39975	2.58398	1.31164	3.18275	2.94071	2.93669	2.60202	2.75471	2.60867	1.97327	3.112	2.8335	2.73528	2.10286	1.729	2.44057	2.50236	3.27126	2.83932	2.68289	2.21221	2.62676	1.7751	1.77634	2.3273	2.59229	1.89419	2.84871	2.32361	2.68638	2.28052	1.81678	2.45348	1.64054	3.40477	1.8438	2.10616	2.52802	2.25652	2.13486	2.2192	2.78768	2.1672	2.51604	2.67644	2.29474	2.43583	2.71862	2.64354	1.86586	2.93082	2.6553	2.63741	3.03623	1.61626	2.13998	2.6159	2.92281	2.81846	1.53495	2.3631	2.14244	2.61017	1.94265	2.93194	2.30885	1.85724	2.1643	1.66309	2.08847	2.43352	2.58111	2.30866	1.8323	2.25526	2.2943	3.44288	2.00891	2.23372	2.96435	1.81379	3.24845	2.36768	2.54622	2.12482	2.80035	2.68174	2.71144	1.9066	2.37807	3.3136	2.12767	1.86586	2.50035	3.65818	2.4914	2.85609	2.28028	2.10668	2.03025	2.80177	2.06315	1.80698	1.81327	2.77735	2.39918	3.27427	2.54201	1.94776	2.16956	3.20601	1.60108	2.32195	2.90513	1.83777	2.26477	2.20771	2.91829	2.54063	1.61638	1.95321	1.68001	1.34461	1.78111	2.38401	1.03477	2.28744	2.24462	2.27655	2.20809	2.23596	2.70769	2.7793	2.99971	3.33188	2.31461	2.95879	2.17255	1.73777	2.0158	1.97346	2.09523	1.8776	1.70733	1.63061	0.91596	2.03027	3.11872	1.61965	1.9271	2.72775	1.72249	2.36837	2.98029	2.31144	2.20461	1.61714	2.15085	2.60787	2.01385	2.38269	2.72685	1.84308	2.18045	3.1727	2.18578	2.27443	2.30102	3.99832	1.90666	2.73773	3.60895	3.03441	2.3294	2.62425	2.46807	2.23072	2.96535	1.79951	1.57022	2.49633	2.88603	2.26998	2.43017	1.4086	2.23353	2.18433	2.02876	1.88267	2.49623	2.27959	2.0121	2.9811	2.98111	3.32087	2.76967	2.36023	2.2833	2.40304	1.48288	2.26862	2.56233	2.5057	2.66516	2.22991	2.62502	2.83857	2.12064	1.76409	2.5593	3.11756	2.67158	1.5779	2.51079	2.49214	1.91687	1.96068	1.35814	1.96306	2.73198	2.32568	2.39975	2.69134	2.91396	1.87271	1.82152	2.54926	3.69576	2.79581	2.08426	2.88434	2.5144	2.07891	1.64513	2.02817	1.78765	2.32728	2.46241	2.77182	2.23875	2.3105	2.31228	2.47659	2.94373	2.90031	2.51672	2.40365	2.94709	2.04897	2.40559	1.45265	2.46664	2.43943	2.25709	2.39058	1.91454	2.75275	2.13824	2.4779	2.99515	1.82754	2.12783	2.64915	2.47852	2.73773	1.84715	2.2713	2.6137	2.3181	2.34865	3.35371	1.83433	2.32383	2.006	2.80673	2.13072	2.73163	2.65637	2.75933	2.78378	2.32774	1.52644	1.77424	2.04416	3.32089	2.97475	2.35452	1.9675	2.10807	2.05015	2.00277	2.07005	1.87709	2.48898	2.09825	2.55132	2.93131	2.26008	2.32606	2.20696	2.34801	1.19238	3.60773	1.77337	2.77867	1.93573	3.17058	2.63549	2.04528	1.62982	2.61223	2.31849	2.71208	2.022	1.89187	2.14596	2.25574	1.80724	1.36973	2.22283	2.06081	2.31877	1.99927	2.29035	2.40739	1.9956	2.03867	1.88451	2.76592	1.59298	2.95202	2.47786	2.89556	2.14794	2.58249	2.56414	2.14975	2.35046	2.02077	2.26374	1.83013	2.3939	2.76571	2.06778	1.82669	1.42274	2.22828	2.6738	2.35689	2.33565	2.25677	2.31482	1.89058	2.73828	2.5493	1.72872	2.24278	3.01066	1.75835	2.94805	2.79643	2.99661	1.58733	1.80477	2.26861	2.28245	2.6468	3.74861	2.13264	3.01978	2.13481	2.37423	3.12693	2.01794	1.75307	2.32707	2.40291	3.36526	2.35656	2.17756	2.13757	2.25134	1.92842	2.16871	1.7245	2.81237	1.85128	2.09355	3.28257	1.78605	2.74491	2.81032	1.96932	2.06678	3.25251	1.91979	1.82298	2.65341	2.30275	2.09187	2.1486	1.95523	2.1887	1.26458	2.69408	2.12189	2.35708	2.81674	1.50838	2.46192	2.74052	3.06498
alpha_rarefaction_10_1.txt	10	1	2.65537	2.67765	2.27547	2.45737	2.95925	3.06077	3.00738	2.58267	2.28838	1.96242	2.9103	2.363	1.74212	2.20673	1.85507	2.55876	1.97831	3.10229	2.88462	2.01418	2.94021	3.04832	1.9687	2.92426	2.04187	1.6613	1.92137	2.96179	2.2861	2.87984	2.51933	2.9972	2.69607	2.20497	2.57927	2.7583	2.02646	2.70094	2.54948	2.96235	2.95939	2.09319	2.77644	2.40748	2.25231	1.37839	2.46648	2.32027	1.68486	2.45569	2.71658	2.63404	2.29782	2.0375	2.84717	1.86764	1.8244	1.88857	2.43899	2.59658	2.0443	3.20091	2.09531	1.10143	2.0508	1.94511	2.38883	2.2963	2.13682	2.52938	1.62169	2.40164	3.2305	2.68322	1.77495	4.10856	2.1248	2.42589	1.75946	2.54512	3.40283	2.15311	2.55666	2.27216	2.149	2.73359	2.24102	3.25771	2.28551	1.3458	2.92261	2.64224	2.23977	2.22622	2.80381	2.66769	2.83236	2.41743	2.28287	2.64391	2.99637	2.2409	2.0946	2.83062	2.06827	2.60544	2.27697	3.91304	3.38074	2.02247	3.1642	2.49947	2.31598	2.54043	1.49289	2.41448	2.31196	2.39288	2.29306	1.97278	2.29505	1.99401	2.2248	3.51677	2.51214	2.64824	2.95112	2.46938	2.63976	1.88915	2.46195	2.41321	2.0511	1.95582	2.79187	1.38045	2.91886	2.56162	2.20143	3.1962	2.79774	2.18945	2.19539	2.19909	3.09728	1.55716	1.54638	1.96761	2.45971	1.8754	2.59393	2.21813	2.5869	1.3478	1.68747	2.71801	2.36669	2.33623	1.53661	2.27133	2.58672	2.44284	1.98635	2.50358	1.88426	2.30989	2.53594	2.86408	2.40754	2.08124	3.02046	1.20622	2.13609	2.28623	2.00853	2.27994	2.15029	2.13576	2.24192	2.26423	1.98953	3.31678	2.15851	2.15503	2.72669	2.70383	1.68587	2.93545	3.01752	2.00445	2.4217	2.74808	2.55312	2.76775	2.8404	2.93575	2.55465	2.78743	2.3541	2.65934	2.41973	1.70835	3.97598	2.53874	2.1813	1.68644	2.06828	2.1459	2.31011	1.92397	1.79341	1.5988	2.52249	2.88697	2.65027	2.05781	2.28632	2.8496	1.97941	1.89856	1.74898	2.5394	2.89708	2.72291	2.89948	2.50962	3.14116	2.39983	3.24401	1.99284	2.69525	2.94384	2.40683	2.76536	2.54113	1.81996	2.09241	2.96621	2.7771	2.96434	2.44403	2.85026	2.73656	2.3354	2.89812	2.47223	2.11145	1.93587	2.42322	1.63551	1.71858	2.10141	2.04589	1.73066	2.30564	1.96374	2.52253	1.58814	2.93987	1.75029	1.91557	2.0344	2.90069	3.89543	2.33626	2.23284	2.80143	1.78412	2.61946	2.22411	2.59867	1.95432	2.94752	1.42356	1.7327	2.38136	1.86886	3.18097	1.69957	2.06704	2.29231	2.53577	3.11037	2.50207	2.77823	2.23674	2.27134	2.60742	1.57038	1.66868	1.89303	2.53253	2.28389	2.93576	2.45624	2.43073	2.62363	2.51322	1.74263	2.59765	2.76774	2.53334	2.81112	2.35954	3.05995	3.23112	1.77708	1.74284	2.87882	1.38563	2.17681	3.1545	1.08147	2.39445	2.00788	2.64581	2.627	1.96349	3.01644	2.41271	2.46433	3.06071	1.92794	2.9131	2.10797	2.05781	2.55898	1.24008	2.46742	1.96229	1.98935	2.27786	1.51541	2.49027	2.94513	1.60971	1.99934	2.28849	1.54023	2.35223	2.83091	2.46697	2.03505	1.35598	2.38859	2.76704	2.46645	2.61911	2.46668	1.71264	2.54765	3.09325	2.31937	3.20037	2.53603	3.24516	2.78167	2.10059	3.14803	2.39853	2.40975	2.0024	2.7554	2.13062	2.63313	2.18194	2.71883	2.71705	2.90291	2.80529	1.51708	2.02611	2.25123	3.2932	2.61045	2.57658	2.71668	1.88308	2.23231	1.93714	2.60082	3.25288	2.83941	2.87372	2.02282	3.03324	2.64387	2.23866	2.39713	1.86242	3.08459	2.59557	2.79804	3.19276	2.20329	2.49491	2.42307	2.0673	2.18647	2.03223	2.15723	2.7218	2.05275	2.22127	1.30621	3.39603	2.1555	2.43541	2.64267	2.12432	2.46929	1.55318	2.54347	2.74738	3.26956	2.74592	2.9291	2.68548	3.0043	2.43089	1.9608	2.29067	2.17255	1.57493	2.97132	2.51589	2.59163	1.72154	2.284	2.62167	1.31479	2.69467	2.60304	2.16887	2.27697	2.06094	2.11423	2.01992	2.4987	2.337	2.20861	2.36829	2.1845	2.48185	2.67638	1.66873	2.78671	2.00562	2.06458	2.31816	2.35345	2.4966	2.21013	1.85881	2.36883	2.4472	2.69434	2.29163	2.27783	2.14453	2.01691	2.50802	2.38259	3.57255	1.79464	3.02517	2.62758	2.31772	1.51133	2.03099	2.14541	3.05931	2.42357	2.32352	1.98794	1.84342	2.16246	2.36344	2.28775	2.23793	2.17179	2.49961	2.75219	2.16413	2.26952	3.02645	2.61789	2.42615	1.6218	2.22945	2.23034	2.70498	2.60069	2.37829	2.20424	2.00328	2.29825	1.57212	2.90524	2.99278	1.93268	2.68571	2.24863	2.21903	2.1205	2.77717	2.37864	2.81123	2.72119	2.3875	1.93585	2.29659	1.41301	2.00096	2.08292	3.16475	1.74658	2.9815	4.27065	3.22623	1.9831	3.04346	2.41177	2.0657	1.82124	2.07572	2.03928	1.91981	2.59175	1.7131	2.2358	2.20792	2.07478	2.65238	2.15894	2.05801	3.12815	2.57097	3.35805	2.58521	2.37959	2.6633	1.67571	2.75526	1.78129	2.11557	2.77088	2.79226	2.82454	2.64323	2.1059	2.26871	2.45317	2.37634	3.15472	2.00076	2.69118	1.83829	2.25347	2.91978	2.58438	2.2443	2.66178	3.1318	2.49573	1.93327	2.40643	1.5415	1.86202	1.9956	2.19009	0.57907	2.25414	2.02455	1.88778	1.85572	3.09536	2.31152	2.37249	1.94056	2.48114	2.91907	2.21513	1.77984	2.29201	2.01184	1.98967	2.57781	2.124	2.10561	2.41152	2.93467	1.57589	2.56013	2.76913	2.29394	2.46869	2.75231	2.58251
alpha_rarefaction_10_2.txt	10	2	2.44945	2.49932	2.20912	2.28795	2.52946	2.8542	2.00724	1.63229	2.53986	1.74228	2.71206	2.3361	2.2593	2.39571	2.90097	2.158	2.37143	3.03722	2.11345	1.71198	2.97327	3.62073	2.11356	2.53184	2.84107	2.60934	2.08211	2.77326	2.15474	2.71451	2.04938	2.40554	2.46661	2.2198	1.96643	2.19748	1.98824	1.83838	2.62562	2.65487	2.39166	2.66084	2.27357	2.50966	2.24523	2.14738	2.36711	2.14548	1.57921	1.83156	2.56407	2.62102	2.29878	2.92631	2.11812	2.57877	2.55521	2.02268	2.10671	2.10358	2.23396	2.97974	2.51423	1.34343	1.91702	2.06703	2.13258	1.66392	1.94594	2.61628	2.06386	2.90864	1.92877	2.30285	2.15569	2.28607	2.0735	2.64069	2.04672	2.70921	3.61852	2.24413	2.46395	3.2532	2.16203	2.21165	3.04242	2.34083	2.22335	2.83844	2.44723	2.19716	2.43144	2.13396	2.49157	2.93888	2.58002	1.70525	2.79339	3.37646	3.44199	2.5022	1.85997	2.19403	1.94399	1.94104	1.94952	2.82238	2.63714	2.32773	2.78614	2.4211	2.13013	1.96054	2.02628	2.26826	2.77335	2.69639	1.83647	1.99245	2.56336	2.62061	2.62157	2.4203	2.31594	2.69346	3.39981	2.482	3.16992	2.05103	1.63443	2.59429	2.72856	2.21074	2.82812	0.62971	3.61803	2.71738	2.35283	1.97688	2.75198	2.24124	2.7295	2.10971	2.58861	1.66114	2.2186	1.78523	2.76613	2.44561	2.65615	2.10852	2.0561	1.91576	2.09044	3.00617	2.69856	2.91337	1.34645	4.34976	2.35795	2.70499	2.2989	2.63637	2.03889	2.0648	2.96932	2.90655	2.04663	2.20851	3.00437	1.61914	3.13615	2.01088	2.47326	2.22896	2.65543	1.63111	2.45909	2.53765	2.07055	1.82412	2.17811	2.46852	2.78061	2.15147	1.85025	2.62015	2.52241	1.58935	2.94892	2.22277	2.45743	2.43167	2.59356	3.22185	2.6513	2.94172	2.22717	2.37052	2.01023	1.8097	2.89733	3.04854	2.93455	2.20229	2.55987	1.7463	2.06831	1.59717	2.0575	2.29912	2.67701	2.04841	2.57507	2.44936	2.63775	2.45798	2.15111	2.07587	1.77532	2.35349	2.65294	2.31114	2.94452	2.31721	3.4206	2.01923	2.29313	2.00728	2.63773	3.05977	2.0689	3.11379	3.49762	1.67104	2.05424	2.72836	2.51358	2.97017	2.1192	2.12632	2.64195	1.86946	2.41678	2.72481	2.0508	2.18313	2.86792	2.37822	1.61725	1.92781	2.0577	2.29675	1.39437	2.39734	2.01333	2.11166	2.20954	2.68217	1.91516	1.84293	2.60756	2.30779	2.13433	2.58008	2.92409	2.02525	2.06902	2.91575	2.6862	3.03998	2.74357	3.76695	2.1838	2.5658	2.39955	3.19408	1.74288	1.55257	2.10863	2.87028	2.98387	2.65084	2.7147	1.74225	2.25376	2.81801	2.16183	2.00808	2.3429	1.61826	2.51163	2.81803	2.16888	2.15244	2.16028	2.34316	1.70221	2.93151	2.06534	1.6555	2.02706	2.3054	2.25898	3.21862	1.43926	2.06616	2.345	1.38846	1.84083	2.21143	1.14894	1.8772	2.75338	2.53494	2.67511	1.67109	3.15562	2.37063	2.81321	2.75014	2.35837	2.70693	2.7066	1.85094	2.97224	1.87362	2.6982	2.08291	2.73755	2.93852	2.6801	2.73108	2.2898	1.55432	2.70588	2.11462	1.89994	2.74792	2.43253	2.15215	2.69331	1.88376	2.22571	1.88087	2.70458	2.54348	2.91332	1.85616	2.48682	2.80495	1.895	1.88397	1.90899	2.44314	2.64115	2.11959	2.33899	2.40317	2.5019	2.10831	2.03717	2.16199	2.07855	2.395	2.24977	3.34225	2.31304	1.87395	2.98243	2.06795	2.67916	2.53525	3.33625	2.94256	2.535	1.92568	2.24733	2.09995	3.09034	3.07178	2.7726	2.07812	1.98241	2.5898	2.35968	2.11766	2.77899	2.42055	3.32903	1.9578	2.6551	2.53358	2.01238	2.63753	2.27172	2.21552	2.14269	1.90669	1.92529	2.44027	1.90623	1.82313	2.34385	2.84148	2.68095	2.66206	2.68181	1.95278	2.45387	2.13553	1.93219	2.81667	4.21793	2.71518	3.05625	2.40006	3.05178	1.99971	1.99991	2.60606	2.5719	2.55745	2.37084	1.98363	1.61186	2.58947	2.15242	2.66694	2.07499	2.71779	2.71657	2.09102	1.8223	2.74443	2.22792	1.68116	2.67167	2.79276	2.12592	1.93317	1.55709	2.10063	2.37351	2.25385	2.91843	2.09294	1.9339	2.56015	2.43318	2.23069	2.24617	1.93956	2.57736	2.38837	2.77318	2.74188	2.27247	1.89077	2.82031	2.79205	2.26113	3.34698	2.03637	2.5202	2.78729	2.1028	1.81868	2.20055	1.54647	2.98405	2.20239	2.01621	2.49833	2.09341	2.26182	2.54209	2.17881	2.90872	2.26689	2.64729	2.46908	2.40004	2.09158	2.41457	2.8449	2.37033	1.784	2.35871	1.88856	2.90491	2.24106	2.19846	2.77752	1.57958	2.30571	2.84974	2.81667	2.22445	2.47835	2.58712	2.04725	2.61773	2.10973	1.68712	1.94976	1.7652	2.96521	2.52666	2.61446	2.44137	3.02955	2.24706	2.52127	2.16666	1.35905	2.52271	3.6942	2.67802	2.6164	2.42807	4.04897	2.37151	1.82378	1.52012	2.06305	2.02858	2.1521	2.5984	2.11938	2.00719	2.52467	2.79301	1.92826	1.7462	2.7591	3.0469	2.14545	2.43477	2.52345	2.55382	1.60799	2.36071	2.28933	2.65311	2.92181	2.33968	2.9893	2.51531	2.41905	2.20101	2.29357	2.45968	3.09048	1.73698	2.85272	2.99951	1.92372	2.63952	2.69534	2.62723	2.1722	3.00635	3.2673	2.11541	2.06459	1.80914	1.93752	2.56754	1.789	1.64198	3.70665	3.02607	2.48547	2.25291	3.13401	2.30083	2.87595	1.91155	2.35277	3.27686	2.07581	2.51984	2.78396	2.2184	2.05586	1.97179	2.25565	2.10797	1.52405	3.20762	2.14535	2.85337	2.36196	2.16728	2.12021	1.88038	2.48797
